OID_,Site_1,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,StdTime_Max,SUM,Population,OBJECTID,Id,gridcode,Site,OBJECTID_1,FID_Yukon_spawning_sites,Site_12,Latitude,Longitude,FID_YRC_CU,OBJECTID_12,WATERSHED_,SUB_SUB_DR,MAJOR_DRAI,MAJOR_DR_1,SUB_DRAINA,SUB_DRAI_1,SUB_SUB__1,SUB_SUB__2,GEOMETRY_A,GEOMETRY_L,Shape_Leng,Shape_Length,Shape_Area,Drainage_area,Mean_elev,Isolated,Sporadic,Extensive_disc,Continuous,Prod_level
1975,Fifteen-MileR,15,1398.000000000000000,1398.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,297806.430259704357013,Lower Mainstem,15,1,6,Fifteen-MileR,97,6,Fifteen-MileR,64.283709999999999,-139.814420000000013,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,249367.928714449080871,1307276209.022452354431152,1307276209.022452354431152,1079.486340652809986,0.000000000000000,143511300.000000000000000,878468400.000000000000000,285300000.000000000000000,minor
1976,BeaverR,16,5328.000000000000000,5328.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,1158484.520248412620276,Stewart,16,4,1,BeaverR,92,1,BeaverR,63.958750000000002,-133.893689999999992,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,577270.796424818807282,5003479037.061246871948242,5003479037.061249732971191,1178.413723961700043,0.000000000000000,237833100.000000000000000,3916927800.000000000000000,848777400.000000000000000,minor
1977,ChandinduR,17,1803.000000000000000,1803.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,398310.050331116304733,Lower Mainstem,17,6,2,ChandinduR,96,2,ChandinduR,64.252660000000006,-139.715579999999989,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,301800.385013708670158,1689781766.633125782012939,1689781766.633125782012939,1065.260426060490090,99900.000000000000000,107922600.000000000000000,1204753500.000000000000000,377018100.000000000000000,minor
1978,NKlondikeR,18,1233.000000000000000,1233.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,307697.330314637045376,Lower Mainstem,18,7,12,NKlondikeR,93,12,NKlondikeR,63.962629999999997,-138.688389999999998,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,246846.608186280413065,1148196721.447108983993530,1148196721.447108983993530,1198.720116450859905,0.000000000000000,20351700.000000000000000,769858200.000000000000000,357978600.000000000000000,minor
1979,SMcQuestenR,19,1581.000000000000000,1581.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,281379.219978332228493,Stewart,19,8,17,SMcQuestenR,90,17,SMcQuestenR,63.844389999999997,-136.302150000000012,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,286451.300721434934530,1487899781.103955507278442,1487899781.103955507278442,944.740575590377944,0.000000000000000,214119900.000000000000000,1227845700.000000000000000,45918900.000000000000000,minor
1980,UStewartR,20,15877.000000000000000,15877.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,3333266.970054628793150,Stewart,20,11,19,UStewartR,86,19,UStewartR,63.560459999999999,-133.965789999999998,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,1256295.355707476614043,14958708917.845438003540039,14958708917.845438003540039,1214.980338886849950,0.000000000000000,508706100.000000000000000,12243902400.000000000000000,2182320000.000000000000000,minor
1981,RacklaR,21,1936.000000000000000,1936.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,421249.790077209123410,Stewart,21,15,16,RacklaR,95,16,RacklaR,64.115799999999993,-134.384119999999996,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,319176.743728009925690,1821069295.289573431015015,1821069295.289570093154907,1198.661014817540035,0.000000000000000,65308500.000000000000000,1431189000.000000000000000,324552600.000000000000000,minor
1982,NMcQuestenR,22,2183.000000000000000,2183.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,473060.099708556197584,Stewart,22,16,13,NMcQuestenR,91,13,NMcQuestenR,63.847329999999999,-136.312170000000009,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,360024.163100475736428,2059699417.550010681152344,2059699417.550010681152344,1121.338916872709888,0.000000000000000,282796200.000000000000000,1614371400.000000000000000,162567900.000000000000000,minor
1983,MayoR,23,2816.000000000000000,2816.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,508113.349830627208576,Stewart,23,23,10,MayoR,88,10,MayoR,63.586419999999997,-135.916650000000004,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,436892.178166087134741,2669926310.550635337829590,2669926310.550635337829590,1033.276399222580039,0.000000000000000,282105000.000000000000000,2286638100.000000000000000,101156400.000000000000000,minor
1984,PleasantCr,24,1726.000000000000000,1726.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,225998.590049743070267,Stewart,24,30,15,PleasantCr,82,15,PleasantCr,63.519039999999997,-133.911049999999989,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,348151.938783386081923,1636933310.099194526672363,1636933310.099194526672363,1020.203303988379957,0.000000000000000,1773000.000000000000000,1630857600.000000000000000,4278600.000000000000000,minor
1985,JanetCr,25,357.000000000000000,357.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,56362.799972534172412,Stewart,25,33,8,JanetCr,89,8,JanetCr,63.618540000000003,-135.478250000000003,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,138095.770443241752218,337291372.290722489356995,337291372.290722489356995,907.836000427382032,0.000000000000000,34820100.000000000000000,301625100.000000000000000,803700.000000000000000,minor
1986,WatsonCr,26,144.000000000000000,144.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,23521.980026245106274,Stewart,26,35,20,WatsonCr,83,20,WatsonCr,63.535739999999997,-135.154010000000000,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,66858.195466965349624,142213921.444679290056229,142213921.444679290056229,916.505192088732997,0.000000000000000,23328900.000000000000000,118765800.000000000000000,126900.000000000000000,minor
1987,McQuestenR,27,5095.000000000000000,5095.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,990627.059814452193677,Stewart,27,36,11,McQuestenR,85,11,McQuestenR,63.553849999999997,-137.442550000000011,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,548807.485683294129558,4812354647.644128799438477,4812354647.644128799438477,1017.492904539260053,0.000000000000000,586290600.000000000000000,3991181400.000000000000000,234846000.000000000000000,major
1988,CrookedCr,28,1362.000000000000000,1362.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,206426.390083312930074,Stewart,28,47,4,CrookedCr,80,4,CrookedCr,63.380270000000003,-136.689500000000010,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,259129.013299601152539,1301734024.667881488800049,1301734024.667881488800049,902.442208855121976,0.000000000000000,30599100.000000000000000,1254643200.000000000000000,16457400.000000000000000,minor
1989,EmeraldCr,29,753.000000000000000,753.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,101659.850006103617488,Stewart,29,52,5,EmeraldCr,81,5,EmeraldCr,63.380319999999998,-131.802740000000000,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,168898.138633485737955,707029714.836699962615967,707029714.836699962615967,1334.234263487109956,0.000000000000000,0.000000000000000,687438000.000000000000000,19579500.000000000000000,minor
1990,BigKalzasR,30,1984.000000000000000,1984.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,319001.890090942266397,Pelly,30,53,44,BigKalzasR,73,44,BigKalzasR,62.892280000000000,-135.485000000000014,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,337643.567187811248004,1901553419.841022729873657,1901553419.841022729873657,1050.344939511910070,0.000000000000000,41280300.000000000000000,1805990400.000000000000000,54275400.000000000000000,minor
1991,MooseR,31,1144.000000000000000,1144.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,145970.739974975498626,Pelly,31,55,55,MooseR,74,55,MooseR,62.991849999999999,-134.731030000000004,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,265400.040938744146843,1093811604.392079114913940,1093811604.392079114913940,976.945710266749984,0.000000000000000,6669900.000000000000000,1086943500.000000000000000,212400.000000000000000,minor
1992,OllieCr,32,1324.000000000000000,1324.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,173316.550010681326967,Stewart,32,56,14,OllieCr,79,14,OllieCr,63.306179999999998,-131.286180000000002,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,254023.283903897012351,1269012285.215501308441162,1269012285.215501308441162,1319.872053918189977,0.000000000000000,0.000000000000000,1262979000.000000000000000,6029100.000000000000000,minor
1993,RossR,33,7506.000000000000000,7506.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,841330.179901122930460,Pelly,33,63,61,RossR,46,61,RossR,61.985819999999997,-132.418509999999998,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,847472.582759606768377,7254710601.478563308715820,7254710601.478563308715820,1111.321057646109921,0.000000000000000,0.000000000000000,7240397400.000000000000000,14316300.000000000000000,major
1994,SMacmillanR,34,5756.000000000000000,5756.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,630577.150146484375000,Pelly,34,71,63,SMacmillanR,75,63,SMacmillanR,63.029769999999999,-133.287059999999997,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,830633.815171816968359,5530265243.537662506103516,5530265243.537662506103516,1178.449957251450087,0.000000000000000,0.000000000000000,5498982000.000000000000000,31219200.000000000000000,major
1995,NMacmillanR,35,2988.000000000000000,2988.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,324963.630172729259357,Pelly,35,91,56,NMacmillanR,77,56,NMacmillanR,63.043920000000000,-133.277130000000000,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,411517.589436162728816,2861164537.926766872406006,2861164537.926766872406006,1188.216999339600079,0.000000000000000,0.000000000000000,2859557400.000000000000000,1632600.000000000000000,minor
1996,TayR,36,3885.000000000000000,3885.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,403016.330078124767169,Pelly,36,97,64,TayR,61,64,TayR,62.568230000000000,-134.354389999999995,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,605014.567088706535287,3757421835.552163124084473,3757421835.552163124084473,1176.261536659719923,198000.000000000000000,0.000000000000000,3756420900.000000000000000,792900.000000000000000,minor
1997,PrevostR,37,1311.000000000000000,1311.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,185747.600021362130065,Pelly,37,113,59,PrevostR,62,59,PrevostR,62.603230000000003,-131.170809999999989,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,315236.872280705312733,1263163793.222994327545166,1263163793.222994327545166,1189.697305351590103,0.000000000000000,0.000000000000000,1262421000.000000000000000,810000.000000000000000,minor
1998,RiddellR,38,1531.000000000000000,1531.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,138537.590057372988667,Pelly,38,117,60,RiddellR,70,60,RiddellR,62.844029999999997,-132.421220000000005,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,309505.952235208533239,1477321155.115741729736328,1477321155.115741729736328,1139.563965593270041,0.000000000000000,0.000000000000000,1477062900.000000000000000,223200.000000000000000,minor
1999,GlenlyonR,39,672.000000000000000,672.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,64362.930015563826601,Pelly,39,132,47,GlenlyonR,59,47,GlenlyonR,62.482799999999997,-134.163569999999993,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,178788.056693041726248,652955332.719030618667603,652955332.719030618667603,1268.695695395180110,0.000000000000000,0.000000000000000,649030500.000000000000000,3930300.000000000000000,minor
2000,DruryCr,40,615.000000000000000,615.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,55480.139968872106692,Carmacks,40,133,24,DruryCr,54,24,DruryCr,62.196129999999997,-134.387609999999995,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,163911.741743390652118,596275490.787202835083008,596275490.787202835083008,1223.176778251709948,0.000000000000000,5400.000000000000000,594271800.000000000000000,1999800.000000000000000,minor
2001,BigCr,41,1901.000000000000000,1901.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,218691.129821777227335,Middle Mainstem,41,136,22,BigCr,63,22,BigCr,62.616059999999997,-136.993509999999986,0,1,38,09CD,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Middle Mainstem,Cours supérieur du Yukon,Upper Yukon - White,Cours supérieur du Yukon - White,5273477402.329999923706055,457456.671924999973271,457456.671924999973271,279665.403159108944237,1846733994.060187101364136,1846733994.060187101364136,1056.984833909210010,0.000000000000000,0.000000000000000,1793158200.000000000000000,53539200.000000000000000,minor
2002,TummelR,42,752.000000000000000,752.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,62785.260040283232229,Pelly,42,141,65,TummelR,65,65,TummelR,62.756630000000001,-135.064019999999999,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,199468.667469544539927,727344099.812384009361267,727344099.812384009361267,1058.611679107099917,0.000000000000000,17100.000000000000000,725770800.000000000000000,1547100.000000000000000,minor
2003,UPellyR,43,11491.000000000000000,11491.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,1818232.050476074684411,Pelly,43,145,66,UPellyR,45,66,UPellyR,61.980229999999999,-132.413119999999992,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,1017186.509254799806513,11194287158.638072967529297,11194287158.638072967529297,1201.595123720730044,0.000000000000000,0.000000000000000,11117978100.000000000000000,76257000.000000000000000,minor
2004,WoodsideCr,44,1433.000000000000000,1433.000000000000000,swe,StdTime,2005-01-01 0:00:00,2006-01-01 0:00:00,266979.689979553106241,Pelly,44,161,67,WoodsideCr,48,67,WoodsideCr,62.034619999999997,-130.558490000000006,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,280685.511160177760758,1394786008.306702852249146,1394786008.306702852249146,1232.284837431710002,0.000000000000000,0.000000000000000,1391978700.000000000000000,2826900.000000000000000,minor
